2151,LENTES DE SEGURIDAD CON PROTECCION ULTRAVIOLETA,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,16
2152,LENTES DE SEGURIDAD CON PROTECCION ULTRAVIOLETA,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,36.67
2153,LENTES DE SEGURIDAD CON PROTECCION ULTRAVIOLETA,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,26
2154,LENTES DE SEGURIDAD OSCUROS SPRO,F,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,6.25
2155,LENTES DE SEGURIDAD OSCUROS SPRO,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,30
2156,LENTES DE SEGURIDAD PARA FUMIGACION,F,2.3.1.8.2.1,"MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO",UNIDAD,15
2157,LETRERO AUTOADHESIVO EN VINIL DE 20 cm X 30 cm,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,17
2158,LETRERO DE SEGURIDAD TIPO BANNER 1.00m x 0.70m MARCO DE MADERA FONDO DE TRIPLAY,F,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,140
2159,LETRERO DE SEGURIDAD TIPO BANNER 1.00m x 0.70m MARCO DE MADERA FONDO DE TRIPLAY,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,140
2160,LETRERO DE SEGURIDAD TIPO CABALLETE 0.70mt x 1.30mt EN MADERA Y TRIPLAY DE 4mm ,F,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,90
2161,LETRERO DE SEGURIDAD TIPO CABALLETE 0.70mt x 1.30mt EN MADERA Y TRIPLAY DE 4mm ,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,70
2162,LETRERO DE SEÑALIZACION  AUTOADHESIVO DE 30cm x 20cm,F,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,5.5
2163,LETRERO DE SEÑALIZACION  AUTOADHESIVO DE 30cm x 20cm,I,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,4
2164,LETRERO DE SEÑALIZACION  AUTOADHESIVO DE 30cm x 20cm,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5
2165,LETRERO DE SEÑALIZACION  AUTOADHESIVO DE 30cm x 20cm,I,2.6.7.1.4.2,GASTOS POR LA COMPRA DE BIENES,UNIDAD,6
2166,LETRERO DE SEÑALIZACION AUTOADHESIVO EN VINIL DE 30cm x 20cm EXTINTOR,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5
2167,LETRERO DE SEÑALIZACION AUTOADHESIVO EN VINIL DE 45cm x 45cm,I,2.6.7.1.4.2,GASTOS POR LA COMPRA DE BIENES,UNIDAD,20
2168,LETRERO DE SEÑALIZACION DE MADERA DE 1.50 m X 40 cm,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,80
2169,LETRERO DE SEÑALIZACION DE MADERA DE 30 cm x 20 cm,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,20
2170,LETRERO DE SEÑALIZACION DE MADERA TIPO PALETA 29cm x 46.7cm ,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,35
2171,LETRERO DE SEÑALIZACION DE SEGURIDAD 1m x 80cm MAQUINARIA EN MOVIMIENTO (BANNER EN VINIL-SIN MARCO),I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,17
2172,LETRERO DE SEÑALIZACION DE SEGURIDAD 1m x 80cm PELIGRO CAIDAS (BANNER EN VINIL - SIN MARCO),I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,17
2173,LETRERO DE SEÑALIZACION DE SEGURIDAD 1m x 80cm PELIGRO ZANJA PROFUNDA (BANNER EN VINIL - SIN MARCO),I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,17
2174,LETRERO DE SEÑALIZACION DE SEGURIDAD 1m x 80cm PROHIBIDO CORRER (BANNER EN VINIL - SIN MARCO),I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,17
2175,LETRERO DE SEÑALIZACION DE SEGURIDAD 50cm x 30cm SOLO PERSONAL AUTORIZADO  (BANNER-VINIL-SIN MARCO),I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5
2176,LETRERO DE SEÑALIZACION DE SEGURIDAD 60cm x 40cm PROHIBIDO HACER FUEGO (BANNER EN VINIL - SIN MARCO),I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,6
2177,LETRERO DE SEÑALIZACIÓN TIPO BANNER DE 40cm x 60cm (C/. FONDO DE TRIPLAY) ,I,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,39
2178,LETRERO DE SEÑALIZACIÓN TIPO BANNER DE 40cm x 60cm (C/. FONDO DE TRIPLAY) ,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,30
2179,LETRERO DE SEÑALIZACION USO OBLIGATORIO EPP 1m x 80cm (BANNER EN VINIL - SIN MARCO),I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,17
2180,LETRERO DE SEÑALIZACION USO OBLIGATORIO EPP 50cm x 80cm (BANNER EN VINIL - SIN MARCO),I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,10
2181,LETRERO EN ACRILICO INFORMATIVO,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,76
2182,LIBRETA CUADRICULADA TAMAÑO A6 X 100 HOJAS,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,5
2183,LIBRO DE ACTAS EMPASTADO CUADRICULADO TAMAÑO A4 X 200 HOJAS,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,21
2184,LIBRO DE ACTAS EMPASTADO CUADRICULADO TAMAÑO A4 X 400 HOJAS,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,40
2185,LIBRO DE ACTAS EMPASTADO RAYADO TAMAÑO A4 X 400 HOJAS,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,18
2186,LICENCIA PASARELA DE PAGO,F,2.6.6.1.3.2,SOFTWARES,UNIDAD,32450
2187,LICENCIA ZOOM,F,2.6.6.1.3.99,OTROS ACTIVOS INTANGIBLES,UNIDAD,105
2188,LIDOCAINA + SULFADIAZINA 500 mg + 1 g/100 g CRM 60 g ,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5
2189,LIGA DE JEBE ANCHA x 1 lb,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",CAJA,18
2190,LIGA DE JEBE ANCHA x 1 lb,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,CAJA,14
2191,LIGA DE JEBE ANCHA x 1 lb,I,2.6.8.1.3.1,ELABORACION DE EXPEDIENTES TECNICOS,CAJA,7
2192,LIGA DE JEBE BANDA ANCHA N° 106 (x 132UND),I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,BOLSA,28
2193,LIGA DE JEBE BANDA ANCHA N 84,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",KILOGRAMO,20
2194,LIGA DE JEBE DELGADA N 10 X 1 lb,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,11.33
2195,LIGA DE JEBE DELGADA N 18,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,KILOGRAMO,23
2196,LIGA DE JEBE DELGADA N 18 X 1/4 lb,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,6.45
2197,LIGA DE JEBE DELGADA N 18 X 8,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,3.8
2198,LIJA DE AGUA N 220,I,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,1
2199,LIJA DE AGUA N 80,I,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,1.5
2200,LIJA PARA FIERRO N° 40 ,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,1.9
2201,LIJA PARA PULIR AL AGUA,F,2.3.1.5.99.99,OTROS,UNIDAD,1.5
2202,LIJA PARA PULIR AL AGUA N 120,F,2.3.1.5.99.99,OTROS,UNIDAD,1.9
2203,LIJA PARA PULIR FIERRO N° 100,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,1.8
2204,LIJA PARA PULIR FIERRO N° 100,I,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,2
2205,LIJA PARA PULIR FIERRO N 60,I,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,2
2206,LIJA PARA PULIR FIERRO N 60,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,2
2207,LIJA PARA PULIR FIERRO N 80,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,1.85
2208,LIJA PARA PULIR FIERRO N 80,F,2.3.1.5.99.99,OTROS,UNIDAD,2
2209,LIJA PARA PULIR FIERRO N 80,I,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,2
2210,LIJA PARA PULIR FIERRO N 80,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,2
2211,LIJA PARA PULIR MADERA N° 100,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,0.95
2212,LIJA PARA PULIR MADERA N° 100,F,2.3.1.5.99.99,OTROS,UNIDAD,1.9
2213,LIJA PARA PULIR MADERA N° 100,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,1
2214,LIMA REDONDA 3/8” P/CADENA DE MOTOSIERRA,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,10
2215,"LIMA REDONDA 9 /64"" P/CADENA DE MOTOSIERRA ",I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,10
2216,LIMPIA BOQUILLAS ,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,10
2217,LIMPIA BOQUILLAS ,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,9.7
2218,LIMPIA CARBURADOR EN SPRAY X 354 g,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,22
2219,LIMPIADOR DE CONTACTOS EN SPRAY X 440 mL,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,30
2220,LIMPIADOR DE CONTACTOS EN SPRAY X 440 mL,F,2.3.1.6.1.1,DE VEHICULOS,UNIDAD,40
2221,LIMPIA TODO ,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",GALON,18
2222,LIMPIA VIDRIO EN SPRAY X 1 L,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,10
2223,LIMPIA VIDRIO EN SPRAY X 500 mL,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,7
2224,LIMPIA VIDRIOS X 4 L,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",GALON,12.75
2225,LIMPIA VIDRIOS X 4 L,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,GALON,14.5
2226,LIMPIA VIDRIOS X 500 mL,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,13
2227,LIMPIA VIDRIOS X 650 mL,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,9.5
2228,"LIMPIA VIDRIO TIPO ""T"" MANGO EXTENDIBLE",F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,24
2229,LINTERNA DE LARGO ALCANCE,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,115
2230,LINTERNA DE LARGO ALCANCE,I,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,275
2231,LINTERNA DE MANO CON BATERIA RECARGABLE,F,2.3.1.2.1.1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",UNIDAD,60
2232,LINTERNA DE MANO CON LUZ LED RECARGABLE,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,35
2233,LINTERNA DE MANO CON LUZ LED RECARGABLE,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,80
2234,LINTERNA PARA EXAMEN MEDICO TIPO LAPICERO - LUZ LED,F,2.3.1.8.2.1,"MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO",UNIDAD,170
2235,LINTERNA PARA EXAMEN MEDICO TIPO LAPICERO - LUZ LED,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,120
2236,LINTERNA RECARGABLE,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,39.5
2237,LINTERNA RECARGABLE,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,85
2238,LINTERNA RECARGABLE 7LED + 8LED,F,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,17
2239,LINTERNA RECARGABLE ADAPTADOR 1LED 3 WATT,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,74
2240,LINTERNA TIPO VINCHA CON LUZ LED,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,18.5
2241,LINTERNA TIPO VINCHA CON LUZ LED,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,25
2242,LIQUIDO LIMPIADOR DE PANTALLAS X 1 gal,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,30
2243,LIQUIDO LIMPIADOR MULTIUSOS X 1 L,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,7
2244,LIQUIDO PARA FRENOS,F,2.3.1.3.1.3,"LUBRICANTES, GRASAS Y AFINES",LITRO,23.83
2245,LIQUIDO PARA FRENOS.,F,2.3.1.3.1.3,"LUBRICANTES, GRASAS Y AFINES",GALON,80
2246,LIQUIDO PARA FRENOS X 12 fl oz ( APROX 354 mL ),F,2.3.1.3.1.3,"LUBRICANTES, GRASAS Y AFINES",UNIDAD,18
2247,LIQUIDO PARA FRENOS X 1 gal,F,2.3.1.3.1.3,"LUBRICANTES, GRASAS Y AFINES",UNIDAD,200
2248,LIQUIDO REFRIGERANTE,F,2.3.1.3.1.3,"LUBRICANTES, GRASAS Y AFINES",GALON,62
2249,LIQUIDO REFRIGERANTE,F,2.3.1.6.1.1,DE VEHICULOS,GALON,70
2250,LIQUIDO REFRIGERANTE,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,GALON,35
2251,"LLANTA 11.00 - 20, 16 PL  DELANTEROS",F,2.3.1.11.1.2,PARA VEHICULOS,UNIDAD,1290
2252,"LLANTA 11.00 - 20, 16 PL  DELANTEROS",F,2.3.1.6.1.1,DE VEHICULOS,UNIDAD,1997
2253,"LLANTA 11.00 - 20, 16 PL POSTERIORES",F,2.3.1.11.1.2,PARA VEHICULOS,UNIDAD,1345
2254,"LLANTA 11.00 - 20, 16 PL POSTERIORES",F,2.3.1.6.1.1,DE VEHICULOS,UNIDAD,1997
2255,LLANTA 1100 X 22.5 POSTERIOR,F,2.3.1.6.1.1,DE VEHICULOS,UNIDAD,1997
2256,LLANTA 12.00 R 20 18 PR DELANTERA,F,2.3.1.6.1.1,DE VEHICULOS,UNIDAD,2002.46
2257,LLANTA 12.00 R 20 18 PR POSTERIOR,F,2.3.1.6.1.1,DE VEHICULOS,UNIDAD,1770
2258,LLANTA 12 - 16.5 DELANTERA ,F,2.3.1.6.1.1,DE VEHICULOS,UNIDAD,1045
2259,LLANTA 145R 13C POSTERIOR,F,2.3.1.6.1.1,DE VEHICULOS,UNIDAD,250
2260,LLANTA 185/70R14 ,F,2.3.1.6.1.1,DE VEHICULOS,UNIDAD,250
2261,LLANTA 255/70R16 TODO TERRENO ,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,585
2262,LLANTA 265/65R17,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,340
2263,LLANTA 265/70R16,F,2.3.1.6.1.1,DE VEHICULOS,UNIDAD,478.86
2264,LLANTA 265/70R16,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,340
2265,LLANTA 26.5 R25 PARA CARGADOR FRONTAL,F,2.3.1.3.1.1,COMBUSTIBLES Y CARBURANTES,UNIDAD,8873.26
2266,LLANTA 7.50R16 TT,F,2.3.1.6.1.1,DE VEHICULOS,UNIDAD,648.24
2267,LLANTA PARA CARRETILLA TIPO BUGUI DE 38 cm CON CAMARA Y RODAJE,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,46
2268,LLANTA PARA CARRETILLA TIPO BUGUI DE 40 cm CON CAMARA,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,49
2269,LLANTA PARA CARRETILLA TIPO BUGUI DE 40 cm INCLUYE CAMARA Y EJE DE 16 mm,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,55
2270,"LLAVE CORONA 9/16"" x 1/2""",I,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,35
2271,"LLAVE CORPORATION PVC ISO 1/2"" CON SALIDA A TUBERIA HDPE",I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,13.8
2272,"LLAVE CROMADA DE 1/2"" PESADA PARA LAVATORIO",F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,61.5
2273,LLAVE CROMADA PARA LAVATORIO,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,42
2274,LLAVE CUCHILLA MONOFASICA 30 A,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,45
2275,LLAVE CUELLO DE GANSO PARA LAVADERO,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,40
2276,"LLAVE DE PASO 1/2"" ESF. AZUL",F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,24.75
2277,"LLAVE DE PASO 1"" ESF. FULL AZUL",F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,64
2278,"LLAVE DE PASO 2"" ESF. AZUL",F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,48
2279,"LLAVE DE PASO 2"" METAL",F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,26
2280,"LLAVE DE PASO 3/4"" ESF. AZUL",F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,39.5
2281,"LLAVE DE PASO DE BRONCE DE 1/2""",F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,21
2282,"LLAVE DE PASO DE FIERRO GALVANIZADO DE 1/2""",F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,24
2283,"LLAVE DE PASO DE PVC 3"" CON ROSCA ",F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,77
2284,"LLAVE DE PASO DE PVC DE 1""",F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,20
2285,"LLAVE DE PASO DE PVC DE 1/2""",F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,8
2286,"LLAVE DE PASO DE PVC DE 1/2""",F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,7.8
2287,"LLAVE DE PASO DE PVC DE 1/2""",I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,9.5
2288,"LLAVE DE PASO DE PVC DE 1/2""",I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,4
2289,"LLAVE DE PASO DE PVC DE 3/4""",F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,12
2290,"LLAVE DE PASO METALICA DE 3/4""",F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,36
2291,"LLAVE DE PASO METALICA DE 3/4""",I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,45
2292,LLAVE DE TRIPLE VIA CON EXTENSION x 10 cm ,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5
2293,"LLAVE ESFERICA DE 1/2""",F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,28
2294,"LLAVE FRANCESA 12""",F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,40
2295,"LLAVE FRANCESA 8""",I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,23.7
2296,LLAVE MAGNETICA - AGUA POTABLE,F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,10
2297,"LLAVE PARA LAVATORIO DE 1/2""",F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,35
2298,"LLAVE PARA LAVATORIO DE 1/2""",I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,35
2299,LLAVE PARA URINARIO,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,144.75
2300,"LLAVE STILLSON 8""",F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,20
2301,"LLAVE STILSON 12""",F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,45
2302,"LLAVE STILSON 24""",I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,91.6
2303,LUMINARIA TIPO BRAQUETE DE 1 X 70 W,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,225
2304,LUMINARIA TIPO FAROLA ORNAMENTAL 70 W,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,220
2305,LUNA DE COLOR BLANCO PARA MASCARA DE SOLDAR (TRANSPARENTE),I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,2
2306,LUNA PARA SOLDAR,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,3
2307,LUPA ENTOMOLOGICA DE AUMENTO 20X - 21mm,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,98
2308,MACHETE DE ACERO,F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,30
2309,MADERA TORNILLO,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,PIE CUADRADO,7.5
2310,MADERA TORNILLO,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,PIE CUADRADO,8.8
2311,MADERA TORNILLO,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,PIE CUADRADO,7.1
2312,MADERA TORNILLO,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,PIE CUADRADO,7.2
2313,"MADERA TORNILLO DE 2"" X 2"" X 10""",I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,28
2314,"MADERA TORNILLO DE 2"" X 3"" X 12 ft",I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,43.2
2315,MAIZ MOTE ,F,2.2.2.3.1.1,ALIMENTOS PARA PROGRAMAS SOCIALES,KILOGRAMO,7.87
2316,MALETIN PORTADOCUMENTOS EN LONA NEGRA PLASTIFICADA,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,63
2317,MALLA ARPILLERA DE 2m ANCHO,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,METRO,2.9
2318,MALLA ARPILLERA DE 3 mm X 3 mm X 1 m  DE ANCHO COLOR BLANCO,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,ROLLO,550
2319,MALLA DE ACERO GALVANIZADO DE 3/4 in DE COCADA ,F,2.3.1.99.1.99,OTROS BIENES,METRO,9.7
2320,MALLA DE SEGURIDAD,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,METRO,46
2321,MALLA DE SEGURIDAD X 50 mts.,F,2.3.1.6.1.4,DE SEGURIDAD,ROLLO,49.33
2322,MALLA DE SEGURIDAD X 50 mts.,F,2.3.1.99.1.99,OTROS BIENES,ROLLO,41
2323,MALLA DE SEGURIDAD X 50 mts.,I,2.3.1.6.1.4,DE SEGURIDAD,ROLLO,52.5
2324,MALLA DE SEGURIDAD X 50 mts.,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,ROLLO,50
